"disease","disease_hmdad_author_svd64_000","disease_hmdad_author_svd64_001","disease_hmdad_author_svd64_002","disease_hmdad_author_svd64_003","disease_hmdad_author_svd64_004","disease_hmdad_author_svd64_005","disease_hmdad_author_svd64_006","disease_hmdad_author_svd64_007","disease_hmdad_author_svd64_008","disease_hmdad_author_svd64_009","disease_hmdad_author_svd64_010","disease_hmdad_author_svd64_011","disease_hmdad_author_svd64_012","disease_hmdad_author_svd64_013","disease_hmdad_author_svd64_014","disease_hmdad_author_svd64_015","disease_hmdad_author_svd64_016","disease_hmdad_author_svd64_017","disease_hmdad_author_svd64_018","disease_hmdad_author_svd64_019","disease_hmdad_author_svd64_020","disease_hmdad_author_svd64_021","disease_hmdad_author_svd64_022","disease_hmdad_author_svd64_023","disease_hmdad_author_svd64_024","disease_hmdad_author_svd64_025","disease_hmdad_author_svd64_026","disease_hmdad_author_svd64_027","disease_hmdad_author_svd64_028","disease_hmdad_author_svd64_029","disease_hmdad_author_svd64_030","disease_hmdad_author_svd64_031","disease_hmdad_author_svd64_032","disease_hmdad_author_svd64_033","disease_hmdad_author_svd64_034","disease_hmdad_author_svd64_035","disease_hmdad_author_svd64_036","disease_hmdad_author_svd64_037","disease_hmdad_author_svd64_038","disease_hmdad_author_svd64_039","disease_hmdad_author_svd64_040","disease_hmdad_author_svd64_041","disease_hmdad_author_svd64_042","disease_hmdad_author_svd64_043","disease_hmdad_author_svd64_044","disease_hmdad_author_svd64_045","disease_hmdad_author_svd64_046","disease_hmdad_author_svd64_047","disease_hmdad_author_svd64_048","disease_hmdad_author_svd64_049","disease_hmdad_author_svd64_050","disease_hmdad_author_svd64_051","disease_hmdad_author_svd64_052","disease_hmdad_author_svd64_053","disease_hmdad_author_svd64_054","disease_hmdad_author_svd64_055","disease_hmdad_author_svd64_056","disease_hmdad_author_svd64_057","disease_hmdad_author_svd64_058","disease_hmdad_author_svd64_059","disease_hmdad_author_svd64_060","disease_hmdad_author_svd64_061","disease_hmdad_author_svd64_062","disease_hmdad_author_svd64_063"
"Primary biliary cirrhosis","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Primary immune thrombocytopenia","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Primary liver cancer","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Primary sclerosing cholangitis","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Primary sclerosing cholangitis-IBD","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Progressive supranuclear palsy","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Prostate cancer","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Protracted bacterial bronchitis","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Psoriasis","4.766118","-0.29325715","-1.2775108","-0.257835","-2.3220375","-2.2438624","-5.334589","-6.3832994","-9.7883","1.450555","8.210282","4.161721","-1.3208858","0.42326385","0.5790396","-2.575249","-9.192569","0.47433937","-0.43063137","0.43999323","-4.4592004","-4.8447704","2.825571","-0.70748395","-1.8803945","-5.042782","-12.082843","3.0216248","-0.5767696","-0.21030992","-2.3032823","-4.646059","1.2154615","-10.3747835","6.0016217","0.037170738","4.347743","-4.465322e-05","1.0487351","4.941296","5.552035","-11.545262","4.1475854","8.78641","6.567336","-4.3065205","2.8124492","-0.7484451","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-1.917826","0.0","0.0","0.0","0.0","0.0"
"Psoriatic Arthritis","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Pulmonary Arterial Hypertension","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Pulmonary arterial hypertension","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Pulmonary tubercolosis","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Radiation enteritis","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Reactive arthritis","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Rectal Carcinoma","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Rectal cancer","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Recurrent Clostridium difficile infection","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Recurrent aphthous stomatitis ","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Recurrent miscarriage","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Recurrent tonsillitis","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Reflux esophagitis","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Refractory celiac disease","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Rett Syndrome","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Rett syndrome","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Rheumatoid Arthritis","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Rheumatoid arthrits","4.9169335","-3.3846674","0.30978042","-1.5993315","-0.6390317","-1.7089263","0.09677845","-4.3421783","1.7984691","10.986961","-2.4975936","2.7431483","6.270467","-3.8107839","-5.018312","-1.5291653","6.164207","-4.345581","-10.928038","4.792647","-3.9924216","3.7852983","-2.009153","-0.6863096","-0.8747091","2.2479513","-1.2551625","0.5243627","-0.3734941","1.0234345","-2.5817473","-4.374402","3.7286112","-0.22554375","-1.5318967","-3.0490565","1.0542598","-0.00034162818","-15.303843","4.745502","-5.177328","0.2148114","3.3813736","5.1418066","2.207283","0.77370214","-0.52901864","3.2623909","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4549878","0.0","0.0","0.0","0.0","0.0"
"Rhinovirus infection","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Rosacea","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
"Sarcopenia","-0.22007634","-0.012736084","-0.030332055","-0.0119885225","-0.017566964","-0.012050644","-0.0032349413","0.008790346","-0.005663294","0.003401166","-0.0016634933","0.0016024841","0.0030496456","-0.006093373","0.001336644","0.0013386973","0.0014833187","-0.0015655878","-0.0011191956","-0.0022812048","0.0032914274","-0.003769479","-0.0010876738","8.700956e-05","-0.00057010935","0.003326504","0.00012283615","0.0024395816","-0.002798829","-0.0001607432","0.0027648855","0.0029609804","-0.0010443438","0.0017620911","-0.00088586373","-0.0009047997","-0.00079564453","2.4461137e-08","0.0010531262","0.028242592","0.03517258","-0.011418279","-0.023639556","-0.12819138","-0.003655476","0.0032118745","0.0018818054","0.00081408414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0024369073","0.0","0.0","0.0","0.0","0.0"
