"microbe","microbe_hmdad_author_svd64_000","microbe_hmdad_author_svd64_001","microbe_hmdad_author_svd64_002","microbe_hmdad_author_svd64_003","microbe_hmdad_author_svd64_004","microbe_hmdad_author_svd64_005","microbe_hmdad_author_svd64_006","microbe_hmdad_author_svd64_007","microbe_hmdad_author_svd64_008","microbe_hmdad_author_svd64_009","microbe_hmdad_author_svd64_010","microbe_hmdad_author_svd64_011","microbe_hmdad_author_svd64_012","microbe_hmdad_author_svd64_013","microbe_hmdad_author_svd64_014","microbe_hmdad_author_svd64_015","microbe_hmdad_author_svd64_016","microbe_hmdad_author_svd64_017","microbe_hmdad_author_svd64_018","microbe_hmdad_author_svd64_019","microbe_hmdad_author_svd64_020","microbe_hmdad_author_svd64_021","microbe_hmdad_author_svd64_022","microbe_hmdad_author_svd64_023","microbe_hmdad_author_svd64_024","microbe_hmdad_author_svd64_025","microbe_hmdad_author_svd64_026","microbe_hmdad_author_svd64_027","microbe_hmdad_author_svd64_028","microbe_hmdad_author_svd64_029","microbe_hmdad_author_svd64_030","microbe_hmdad_author_svd64_031","microbe_hmdad_author_svd64_032","microbe_hmdad_author_svd64_033","microbe_hmdad_author_svd64_034","microbe_hmdad_author_svd64_035","microbe_hmdad_author_svd64_036","microbe_hmdad_author_svd64_037","microbe_hmdad_author_svd64_038","microbe_hmdad_author_svd64_039","microbe_hmdad_author_svd64_040","microbe_hmdad_author_svd64_041","microbe_hmdad_author_svd64_042","microbe_hmdad_author_svd64_043","microbe_hmdad_author_svd64_044","microbe_hmdad_author_svd64_045","microbe_hmdad_author_svd64_046","microbe_hmdad_author_svd64_047","microbe_hmdad_author_svd64_048","microbe_hmdad_author_svd64_049","microbe_hmdad_author_svd64_050","microbe_hmdad_author_svd64_051","microbe_hmdad_author_svd64_052","microbe_hmdad_author_svd64_053","microbe_hmdad_author_svd64_054","microbe_hmdad_author_svd64_055","microbe_hmdad_author_svd64_056","microbe_hmdad_author_svd64_057","microbe_hmdad_author_svd64_058","microbe_hmdad_author_svd64_059","microbe_hmdad_author_svd64_060","microbe_hmdad_author_svd64_061","microbe_hmdad_author_svd64_062","microbe_hmdad_author_svd64_063"
"Dyadobacter","-0.3739113","0.044093657","-0.05987498","0.021210203","-0.010671483","-0.012037864","0.05995362","0.013329701","-0.007907608","0.008777956","0.007912894","0.020094682","0.011533446","-0.018043036","-0.005356353","0.00093421334","0.0009295466","-0.0034739873","-0.0052656312","0.0020705524","9.263899e-05","0.0008647328","-0.0010649229","-0.00016613583","-0.0020727639","-0.0009075982","-0.00015806657","0.00028025729","6.089424e-05","0.0009363112","0.00022134265","-0.0004145804","0.0002998967","-0.0005800115","-0.0007949219","-0.0006462318","-0.00031242805","0.00040358605","6.285008e-05","-0.0001065693","-1.4381098e-05","0.00032268857","-0.0006781413","0.0005155614","0.00010754536","1.8189854e-05","0.0006434759","0.00016218718","-0.0006604579","5.1493257e-06","0.0009830478","-0.00032286334","0.0005134368","0.00048009973","-0.000583878","-0.00027957352","0.00032066903","-0.00020720236","8.815656e-05","8.660287e-07","-0.0003217382","-0.00015190363","0.00062700134","0.000334446"
"Dyella","-0.3739113","0.044093657","-0.05987498","0.021210203","-0.010671483","-0.012037864","0.05995362","0.013329701","-0.007907608","0.008777956","0.007912894","0.020094682","0.011533446","-0.018043036","-0.005356353","0.00093421334","0.0009295466","-0.0034739873","-0.0052656312","0.0020705524","9.263899e-05","0.0008647328","-0.0010649229","-0.00016613583","-0.0020727639","-0.0009075982","-0.00015806657","0.00028025729","6.089424e-05","0.0009363112","0.00022134265","-0.0004145804","0.0002998967","-0.0005800115","-0.0007949219","-0.0006462318","-0.00031242805","0.00040358605","6.285008e-05","-0.0001065693","-1.4381098e-05","0.00032268857","-0.0006781413","0.0005155614","0.00010754536","1.8189854e-05","0.0006434759","0.00016218718","-0.0006604579","5.1493257e-06","0.0009830478","-0.00032286334","0.0005134368","0.00048009973","-0.000583878","-0.00027957352","0.00032066903","-0.00020720236","8.815656e-05","8.660287e-07","-0.0003217382","-0.00015190363","0.00062700134","0.000334446"
"Dysgonomonas","1.9874007","-2.8484416","0.46290773","-0.054432265","3.679314","-1.424924","-1.4352703","-1.3492421","-0.096494704","0.91012174","-1.5510693","0.28762668","1.644414","-3.8761177","0.034765277","-0.8812681","1.8540629","-3.4243126","4.4172716","2.76478","0.94547266","2.5742695","-0.7600938","-0.30393884","1.6415058","0.032772396","-0.77502066","-0.8726972","-7.93042","3.7991586","2.5038688","2.9240007","-1.2835962","-0.7034846","-1.1579937","-3.744215","-5.7787256","-3.024858","0.24685009","-1.0468322","5.924544","-3.2399256","-1.0242293","9.064951","1.1201878","2.6432073","-0.49321234","2.748974","3.8847897","-0.5435156","-5.2052164","-0.18533888","0.958328","-0.7131754","4.739825","-1.9930638","2.451932","-4.070029","2.3282583","-3.9222748","-0.5861617","1.8065901","-0.29227448","1.1305945"
"Dysgonomonas wimpennyi","-0.3739113","0.044093657","-0.05987498","0.021210203","-0.010671483","-0.012037864","0.05995362","0.013329701","-0.007907608","0.008777956","0.007912894","0.020094682","0.011533446","-0.018043036","-0.005356353","0.00093421334","0.0009295466","-0.0034739873","-0.0052656312","0.0020705524","9.263899e-05","0.0008647328","-0.0010649229","-0.00016613583","-0.0020727639","-0.0009075982","-0.00015806657","0.00028025729","6.089424e-05","0.0009363112","0.00022134265","-0.0004145804","0.0002998967","-0.0005800115","-0.0007949219","-0.0006462318","-0.00031242805","0.00040358605","6.285008e-05","-0.0001065693","-1.4381098e-05","0.00032268857","-0.0006781413","0.0005155614","0.00010754536","1.8189854e-05","0.0006434759","0.00016218718","-0.0006604579","5.1493257e-06","0.0009830478","-0.00032286334","0.0005134368","0.00048009973","-0.000583878","-0.00027957352","0.00032066903","-0.00020720236","8.815656e-05","8.660287e-07","-0.0003217382","-0.00015190363","0.00062700134","0.000334446"
"E. coli","-0.3739113","0.044093657","-0.05987498","0.021210203","-0.010671483","-0.012037864","0.05995362","0.013329701","-0.007907608","0.008777956","0.007912894","0.020094682","0.011533446","-0.018043036","-0.005356353","0.00093421334","0.0009295466","-0.0034739873","-0.0052656312","0.0020705524","9.263899e-05","0.0008647328","-0.0010649229","-0.00016613583","-0.0020727639","-0.0009075982","-0.00015806657","0.00028025729","6.089424e-05","0.0009363112","0.00022134265","-0.0004145804","0.0002998967","-0.0005800115","-0.0007949219","-0.0006462318","-0.00031242805","0.00040358605","6.285008e-05","-0.0001065693","-1.4381098e-05","0.00032268857","-0.0006781413","0.0005155614","0.00010754536","1.8189854e-05","0.0006434759","0.00016218718","-0.0006604579","5.1493257e-06","0.0009830478","-0.00032286334","0.0005134368","0.00048009973","-0.000583878","-0.00027957352","0.00032066903","-0.00020720236","8.815656e-05","8.660287e-07","-0.0003217382","-0.00015190363","0.00062700134","0.000334446"
"EBV","-0.3739113","0.044093657","-0.05987498","0.021210203","-0.010671483","-0.012037864","0.05995362","0.013329701","-0.007907608","0.008777956","0.007912894","0.020094682","0.011533446","-0.018043036","-0.005356353","0.00093421334","0.0009295466","-0.0034739873","-0.0052656312","0.0020705524","9.263899e-05","0.0008647328","-0.0010649229","-0.00016613583","-0.0020727639","-0.0009075982","-0.00015806657","0.00028025729","6.089424e-05","0.0009363112","0.00022134265","-0.0004145804","0.0002998967","-0.0005800115","-0.0007949219","-0.0006462318","-0.00031242805","0.00040358605","6.285008e-05","-0.0001065693","-1.4381098e-05","0.00032268857","-0.0006781413","0.0005155614","0.00010754536","1.8189854e-05","0.0006434759","0.00016218718","-0.0006604579","5.1493257e-06","0.0009830478","-0.00032286334","0.0005134368","0.00048009973","-0.000583878","-0.00027957352","0.00032066903","-0.00020720236","8.815656e-05","8.660287e-07","-0.0003217382","-0.00015190363","0.00062700134","0.000334446"
"Edaphobacter aggregans","-0.3739113","0.044093657","-0.05987498","0.021210203","-0.010671483","-0.012037864","0.05995362","0.013329701","-0.007907608","0.008777956","0.007912894","0.020094682","0.011533446","-0.018043036","-0.005356353","0.00093421334","0.0009295466","-0.0034739873","-0.0052656312","0.0020705524","9.263899e-05","0.0008647328","-0.0010649229","-0.00016613583","-0.0020727639","-0.0009075982","-0.00015806657","0.00028025729","6.089424e-05","0.0009363112","0.00022134265","-0.0004145804","0.0002998967","-0.0005800115","-0.0007949219","-0.0006462318","-0.00031242805","0.00040358605","6.285008e-05","-0.0001065693","-1.4381098e-05","0.00032268857","-0.0006781413","0.0005155614","0.00010754536","1.8189854e-05","0.0006434759","0.00016218718","-0.0006604579","5.1493257e-06","0.0009830478","-0.00032286334","0.0005134368","0.00048009973","-0.000583878","-0.00027957352","0.00032066903","-0.00020720236","8.815656e-05","8.660287e-07","-0.0003217382","-0.00015190363","0.00062700134","0.000334446"
"Edwardsiella","1.9286072","-3.2257493","0.35355216","-0.0076441336","-3.5568933","0.489732","-2.4657824","-0.12935197","-0.52325237","0.49061128","-0.3057365","0.9319086","-0.4074453","-1.5680584","-2.3495631","-4.2315145","-2.6138809","-0.83880746","-4.483929","0.6529933","2.1828759","0.50732166","0.5729291","2.3132346","-1.0087986","1.5567472","-0.6689137","-1.5645866","-1.6946774","-3.846588","-2.5999854","1.4056538","-3.102718","1.2847878","0.9107311","2.441139","3.2890906","-4.600184","4.651232","1.7997285","-0.8721119","-2.4020064","3.207837","-0.5680903","2.3116505","2.9046972","-0.07352081","0.791025","-5.4331546","-0.54544276","2.060266","3.3026035","-1.1769166","4.9508343","1.4095232","-3.753842","-1.5030016","-3.3598616","-1.6930153","-1.2089903","-1.5485919","-3.5772977","2.5323443","2.2176733"
"Eggerthella","2.3931055","2.7378194","-5.1860986","-6.4247656","-0.35941535","-2.999584","-3.2068076","-5.929773","1.1011661","-1.3971133","0.7560925","-0.6376478","-3.919479","2.6444678","-0.8613832","0.5489932","-1.9713428","-1.2034339","2.4714022","-1.8839375","-3.1229208","-0.07794569","-1.5800037","-0.97388566","-0.007377905","-0.72120064","1.6748995","2.2729323","-0.5049118","-0.021298777","-0.37588093","0.92303455","-1.3950595","0.28846493","-0.6851377","-2.5331564","-2.3998375","0.5724599","-0.23629014","2.1579409","-1.6065775","0.48185346","-1.5664098","0.14106166","-2.9885285","-0.33046442","0.06967992","-3.7356482","0.46782082","1.1749773","1.4655476","-4.2611074","-0.46868107","-1.7610663","0.9621561","-1.8322933","-3.9153326","-4.793759","-1.8898517","-3.214376","-7.7402825","1.1265943","2.486679","2.4222507"
"Eggerthella lenta","-0.3739113","0.044093657","-0.05987498","0.021210203","-0.010671483","-0.012037864","0.05995362","0.013329701","-0.007907608","0.008777956","0.007912894","0.020094682","0.011533446","-0.018043036","-0.005356353","0.00093421334","0.0009295466","-0.0034739873","-0.0052656312","0.0020705524","9.263899e-05","0.0008647328","-0.0010649229","-0.00016613583","-0.0020727639","-0.0009075982","-0.00015806657","0.00028025729","6.089424e-05","0.0009363112","0.00022134265","-0.0004145804","0.0002998967","-0.0005800115","-0.0007949219","-0.0006462318","-0.00031242805","0.00040358605","6.285008e-05","-0.0001065693","-1.4381098e-05","0.00032268857","-0.0006781413","0.0005155614","0.00010754536","1.8189854e-05","0.0006434759","0.00016218718","-0.0006604579","5.1493257e-06","0.0009830478","-0.00032286334","0.0005134368","0.00048009973","-0.000583878","-0.00027957352","0.00032066903","-0.00020720236","8.815656e-05","8.660287e-07","-0.0003217382","-0.00015190363","0.00062700134","0.000334446"
"Eggerthella sinensis","-0.3739113","0.044093657","-0.05987498","0.021210203","-0.010671483","-0.012037864","0.05995362","0.013329701","-0.007907608","0.008777956","0.007912894","0.020094682","0.011533446","-0.018043036","-0.005356353","0.00093421334","0.0009295466","-0.0034739873","-0.0052656312","0.0020705524","9.263899e-05","0.0008647328","-0.0010649229","-0.00016613583","-0.0020727639","-0.0009075982","-0.00015806657","0.00028025729","6.089424e-05","0.0009363112","0.00022134265","-0.0004145804","0.0002998967","-0.0005800115","-0.0007949219","-0.0006462318","-0.00031242805","0.00040358605","6.285008e-05","-0.0001065693","-1.4381098e-05","0.00032268857","-0.0006781413","0.0005155614","0.00010754536","1.8189854e-05","0.0006434759","0.00016218718","-0.0006604579","5.1493257e-06","0.0009830478","-0.00032286334","0.0005134368","0.00048009973","-0.000583878","-0.00027957352","0.00032066903","-0.00020720236","8.815656e-05","8.660287e-07","-0.0003217382","-0.00015190363","0.00062700134","0.000334446"
"Eggerthellaceae","-0.3739113","0.044093657","-0.05987498","0.021210203","-0.010671483","-0.012037864","0.05995362","0.013329701","-0.007907608","0.008777956","0.007912894","0.020094682","0.011533446","-0.018043036","-0.005356353","0.00093421334","0.0009295466","-0.0034739873","-0.0052656312","0.0020705524","9.263899e-05","0.0008647328","-0.0010649229","-0.00016613583","-0.0020727639","-0.0009075982","-0.00015806657","0.00028025729","6.089424e-05","0.0009363112","0.00022134265","-0.0004145804","0.0002998967","-0.0005800115","-0.0007949219","-0.0006462318","-0.00031242805","0.00040358605","6.285008e-05","-0.0001065693","-1.4381098e-05","0.00032268857","-0.0006781413","0.0005155614","0.00010754536","1.8189854e-05","0.0006434759","0.00016218718","-0.0006604579","5.1493257e-06","0.0009830478","-0.00032286334","0.0005134368","0.00048009973","-0.000583878","-0.00027957352","0.00032066903","-0.00020720236","8.815656e-05","8.660287e-07","-0.0003217382","-0.00015190363","0.00062700134","0.000334446"
"Eggerthellales","-0.3739113","0.044093657","-0.05987498","0.021210203","-0.010671483","-0.012037864","0.05995362","0.013329701","-0.007907608","0.008777956","0.007912894","0.020094682","0.011533446","-0.018043036","-0.005356353","0.00093421334","0.0009295466","-0.0034739873","-0.0052656312","0.0020705524","9.263899e-05","0.0008647328","-0.0010649229","-0.00016613583","-0.0020727639","-0.0009075982","-0.00015806657","0.00028025729","6.089424e-05","0.0009363112","0.00022134265","-0.0004145804","0.0002998967","-0.0005800115","-0.0007949219","-0.0006462318","-0.00031242805","0.00040358605","6.285008e-05","-0.0001065693","-1.4381098e-05","0.00032268857","-0.0006781413","0.0005155614","0.00010754536","1.8189854e-05","0.0006434759","0.00016218718","-0.0006604579","5.1493257e-06","0.0009830478","-0.00032286334","0.0005134368","0.00048009973","-0.000583878","-0.00027957352","0.00032066903","-0.00020720236","8.815656e-05","8.660287e-07","-0.0003217382","-0.00015190363","0.00062700134","0.000334446"
"Eikenella","-0.3739113","0.044093657","-0.05987498","0.021210203","-0.010671483","-0.012037864","0.05995362","0.013329701","-0.007907608","0.008777956","0.007912894","0.020094682","0.011533446","-0.018043036","-0.005356353","0.00093421334","0.0009295466","-0.0034739873","-0.0052656312","0.0020705524","9.263899e-05","0.0008647328","-0.0010649229","-0.00016613583","-0.0020727639","-0.0009075982","-0.00015806657","0.00028025729","6.089424e-05","0.0009363112","0.00022134265","-0.0004145804","0.0002998967","-0.0005800115","-0.0007949219","-0.0006462318","-0.00031242805","0.00040358605","6.285008e-05","-0.0001065693","-1.4381098e-05","0.00032268857","-0.0006781413","0.0005155614","0.00010754536","1.8189854e-05","0.0006434759","0.00016218718","-0.0006604579","5.1493257e-06","0.0009830478","-0.00032286334","0.0005134368","0.00048009973","-0.000583878","-0.00027957352","0.00032066903","-0.00020720236","8.815656e-05","8.660287e-07","-0.0003217382","-0.00015190363","0.00062700134","0.000334446"
"Eikenella corrodens","-0.3739113","0.044093657","-0.05987498","0.021210203","-0.010671483","-0.012037864","0.05995362","0.013329701","-0.007907608","0.008777956","0.007912894","0.020094682","0.011533446","-0.018043036","-0.005356353","0.00093421334","0.0009295466","-0.0034739873","-0.0052656312","0.0020705524","9.263899e-05","0.0008647328","-0.0010649229","-0.00016613583","-0.0020727639","-0.0009075982","-0.00015806657","0.00028025729","6.089424e-05","0.0009363112","0.00022134265","-0.0004145804","0.0002998967","-0.0005800115","-0.0007949219","-0.0006462318","-0.00031242805","0.00040358605","6.285008e-05","-0.0001065693","-1.4381098e-05","0.00032268857","-0.0006781413","0.0005155614","0.00010754536","1.8189854e-05","0.0006434759","0.00016218718","-0.0006604579","5.1493257e-06","0.0009830478","-0.00032286334","0.0005134368","0.00048009973","-0.000583878","-0.00027957352","0.00032066903","-0.00020720236","8.815656e-05","8.660287e-07","-0.0003217382","-0.00015190363","0.00062700134","0.000334446"
"Eisenbergiella","-0.3739113","0.044093657","-0.05987498","0.021210203","-0.010671483","-0.012037864","0.05995362","0.013329701","-0.007907608","0.008777956","0.007912894","0.020094682","0.011533446","-0.018043036","-0.005356353","0.00093421334","0.0009295466","-0.0034739873","-0.0052656312","0.0020705524","9.263899e-05","0.0008647328","-0.0010649229","-0.00016613583","-0.0020727639","-0.0009075982","-0.00015806657","0.00028025729","6.089424e-05","0.0009363112","0.00022134265","-0.0004145804","0.0002998967","-0.0005800115","-0.0007949219","-0.0006462318","-0.00031242805","0.00040358605","6.285008e-05","-0.0001065693","-1.4381098e-05","0.00032268857","-0.0006781413","0.0005155614","0.00010754536","1.8189854e-05","0.0006434759","0.00016218718","-0.0006604579","5.1493257e-06","0.0009830478","-0.00032286334","0.0005134368","0.00048009973","-0.000583878","-0.00027957352","0.00032066903","-0.00020720236","8.815656e-05","8.660287e-07","-0.0003217382","-0.00015190363","0.00062700134","0.000334446"
"Eisenbergiella massiliensis","-0.3739113","0.044093657","-0.05987498","0.021210203","-0.010671483","-0.012037864","0.05995362","0.013329701","-0.007907608","0.008777956","0.007912894","0.020094682","0.011533446","-0.018043036","-0.005356353","0.00093421334","0.0009295466","-0.0034739873","-0.0052656312","0.0020705524","9.263899e-05","0.0008647328","-0.0010649229","-0.00016613583","-0.0020727639","-0.0009075982","-0.00015806657","0.00028025729","6.089424e-05","0.0009363112","0.00022134265","-0.0004145804","0.0002998967","-0.0005800115","-0.0007949219","-0.0006462318","-0.00031242805","0.00040358605","6.285008e-05","-0.0001065693","-1.4381098e-05","0.00032268857","-0.0006781413","0.0005155614","0.00010754536","1.8189854e-05","0.0006434759","0.00016218718","-0.0006604579","5.1493257e-06","0.0009830478","-0.00032286334","0.0005134368","0.00048009973","-0.000583878","-0.00027957352","0.00032066903","-0.00020720236","8.815656e-05","8.660287e-07","-0.0003217382","-0.00015190363","0.00062700134","0.000334446"
"Eisenbergiella tayi","-0.3739113","0.044093657","-0.05987498","0.021210203","-0.010671483","-0.012037864","0.05995362","0.013329701","-0.007907608","0.008777956","0.007912894","0.020094682","0.011533446","-0.018043036","-0.005356353","0.00093421334","0.0009295466","-0.0034739873","-0.0052656312","0.0020705524","9.263899e-05","0.0008647328","-0.0010649229","-0.00016613583","-0.0020727639","-0.0009075982","-0.00015806657","0.00028025729","6.089424e-05","0.0009363112","0.00022134265","-0.0004145804","0.0002998967","-0.0005800115","-0.0007949219","-0.0006462318","-0.00031242805","0.00040358605","6.285008e-05","-0.0001065693","-1.4381098e-05","0.00032268857","-0.0006781413","0.0005155614","0.00010754536","1.8189854e-05","0.0006434759","0.00016218718","-0.0006604579","5.1493257e-06","0.0009830478","-0.00032286334","0.0005134368","0.00048009973","-0.000583878","-0.00027957352","0.00032066903","-0.00020720236","8.815656e-05","8.660287e-07","-0.0003217382","-0.00015190363","0.00062700134","0.000334446"
"Elizabethkingia","-0.3739113","0.044093657","-0.05987498","0.021210203","-0.010671483","-0.012037864","0.05995362","0.013329701","-0.007907608","0.008777956","0.007912894","0.020094682","0.011533446","-0.018043036","-0.005356353","0.00093421334","0.0009295466","-0.0034739873","-0.0052656312","0.0020705524","9.263899e-05","0.0008647328","-0.0010649229","-0.00016613583","-0.0020727639","-0.0009075982","-0.00015806657","0.00028025729","6.089424e-05","0.0009363112","0.00022134265","-0.0004145804","0.0002998967","-0.0005800115","-0.0007949219","-0.0006462318","-0.00031242805","0.00040358605","6.285008e-05","-0.0001065693","-1.4381098e-05","0.00032268857","-0.0006781413","0.0005155614","0.00010754536","1.8189854e-05","0.0006434759","0.00016218718","-0.0006604579","5.1493257e-06","0.0009830478","-0.00032286334","0.0005134368","0.00048009973","-0.000583878","-0.00027957352","0.00032066903","-0.00020720236","8.815656e-05","8.660287e-07","-0.0003217382","-0.00015190363","0.00062700134","0.000334446"
"Elusimicrobia","-0.3739113","0.044093657","-0.05987498","0.021210203","-0.010671483","-0.012037864","0.05995362","0.013329701","-0.007907608","0.008777956","0.007912894","0.020094682","0.011533446","-0.018043036","-0.005356353","0.00093421334","0.0009295466","-0.0034739873","-0.0052656312","0.0020705524","9.263899e-05","0.0008647328","-0.0010649229","-0.00016613583","-0.0020727639","-0.0009075982","-0.00015806657","0.00028025729","6.089424e-05","0.0009363112","0.00022134265","-0.0004145804","0.0002998967","-0.0005800115","-0.0007949219","-0.0006462318","-0.00031242805","0.00040358605","6.285008e-05","-0.0001065693","-1.4381098e-05","0.00032268857","-0.0006781413","0.0005155614","0.00010754536","1.8189854e-05","0.0006434759","0.00016218718","-0.0006604579","5.1493257e-06","0.0009830478","-0.00032286334","0.0005134368","0.00048009973","-0.000583878","-0.00027957352","0.00032066903","-0.00020720236","8.815656e-05","8.660287e-07","-0.0003217382","-0.00015190363","0.00062700134","0.000334446"
"Elusimicrobiaceae","-0.3739113","0.044093657","-0.05987498","0.021210203","-0.010671483","-0.012037864","0.05995362","0.013329701","-0.007907608","0.008777956","0.007912894","0.020094682","0.011533446","-0.018043036","-0.005356353","0.00093421334","0.0009295466","-0.0034739873","-0.0052656312","0.0020705524","9.263899e-05","0.0008647328","-0.0010649229","-0.00016613583","-0.0020727639","-0.0009075982","-0.00015806657","0.00028025729","6.089424e-05","0.0009363112","0.00022134265","-0.0004145804","0.0002998967","-0.0005800115","-0.0007949219","-0.0006462318","-0.00031242805","0.00040358605","6.285008e-05","-0.0001065693","-1.4381098e-05","0.00032268857","-0.0006781413","0.0005155614","0.00010754536","1.8189854e-05","0.0006434759","0.00016218718","-0.0006604579","5.1493257e-06","0.0009830478","-0.00032286334","0.0005134368","0.00048009973","-0.000583878","-0.00027957352","0.00032066903","-0.00020720236","8.815656e-05","8.660287e-07","-0.0003217382","-0.00015190363","0.00062700134","0.000334446"
"Embellisia","-0.3739113","0.044093657","-0.05987498","0.021210203","-0.010671483","-0.012037864","0.05995362","0.013329701","-0.007907608","0.008777956","0.007912894","0.020094682","0.011533446","-0.018043036","-0.005356353","0.00093421334","0.0009295466","-0.0034739873","-0.0052656312","0.0020705524","9.263899e-05","0.0008647328","-0.0010649229","-0.00016613583","-0.0020727639","-0.0009075982","-0.00015806657","0.00028025729","6.089424e-05","0.0009363112","0.00022134265","-0.0004145804","0.0002998967","-0.0005800115","-0.0007949219","-0.0006462318","-0.00031242805","0.00040358605","6.285008e-05","-0.0001065693","-1.4381098e-05","0.00032268857","-0.0006781413","0.0005155614","0.00010754536","1.8189854e-05","0.0006434759","0.00016218718","-0.0006604579","5.1493257e-06","0.0009830478","-0.00032286334","0.0005134368","0.00048009973","-0.000583878","-0.00027957352","0.00032066903","-0.00020720236","8.815656e-05","8.660287e-07","-0.0003217382","-0.00015190363","0.00062700134","0.000334446"
"Engyodontium","-0.3739113","0.044093657","-0.05987498","0.021210203","-0.010671483","-0.012037864","0.05995362","0.013329701","-0.007907608","0.008777956","0.007912894","0.020094682","0.011533446","-0.018043036","-0.005356353","0.00093421334","0.0009295466","-0.0034739873","-0.0052656312","0.0020705524","9.263899e-05","0.0008647328","-0.0010649229","-0.00016613583","-0.0020727639","-0.0009075982","-0.00015806657","0.00028025729","6.089424e-05","0.0009363112","0.00022134265","-0.0004145804","0.0002998967","-0.0005800115","-0.0007949219","-0.0006462318","-0.00031242805","0.00040358605","6.285008e-05","-0.0001065693","-1.4381098e-05","0.00032268857","-0.0006781413","0.0005155614","0.00010754536","1.8189854e-05","0.0006434759","0.00016218718","-0.0006604579","5.1493257e-06","0.0009830478","-0.00032286334","0.0005134368","0.00048009973","-0.000583878","-0.00027957352","0.00032066903","-0.00020720236","8.815656e-05","8.660287e-07","-0.0003217382","-0.00015190363","0.00062700134","0.000334446"
"Enhydrobacter","-0.3739113","0.044093657","-0.05987498","0.021210203","-0.010671483","-0.012037864","0.05995362","0.013329701","-0.007907608","0.008777956","0.007912894","0.020094682","0.011533446","-0.018043036","-0.005356353","0.00093421334","0.0009295466","-0.0034739873","-0.0052656312","0.0020705524","9.263899e-05","0.0008647328","-0.0010649229","-0.00016613583","-0.0020727639","-0.0009075982","-0.00015806657","0.00028025729","6.089424e-05","0.0009363112","0.00022134265","-0.0004145804","0.0002998967","-0.0005800115","-0.0007949219","-0.0006462318","-0.00031242805","0.00040358605","6.285008e-05","-0.0001065693","-1.4381098e-05","0.00032268857","-0.0006781413","0.0005155614","0.00010754536","1.8189854e-05","0.0006434759","0.00016218718","-0.0006604579","5.1493257e-06","0.0009830478","-0.00032286334","0.0005134368","0.00048009973","-0.000583878","-0.00027957352","0.00032066903","-0.00020720236","8.815656e-05","8.660287e-07","-0.0003217382","-0.00015190363","0.00062700134","0.000334446"
"Enhydrobacter aerosaccus","-0.3739113","0.044093657","-0.05987498","0.021210203","-0.010671483","-0.012037864","0.05995362","0.013329701","-0.007907608","0.008777956","0.007912894","0.020094682","0.011533446","-0.018043036","-0.005356353","0.00093421334","0.0009295466","-0.0034739873","-0.0052656312","0.0020705524","9.263899e-05","0.0008647328","-0.0010649229","-0.00016613583","-0.0020727639","-0.0009075982","-0.00015806657","0.00028025729","6.089424e-05","0.0009363112","0.00022134265","-0.0004145804","0.0002998967","-0.0005800115","-0.0007949219","-0.0006462318","-0.00031242805","0.00040358605","6.285008e-05","-0.0001065693","-1.4381098e-05","0.00032268857","-0.0006781413","0.0005155614","0.00010754536","1.8189854e-05","0.0006434759","0.00016218718","-0.0006604579","5.1493257e-06","0.0009830478","-0.00032286334","0.0005134368","0.00048009973","-0.000583878","-0.00027957352","0.00032066903","-0.00020720236","8.815656e-05","8.660287e-07","-0.0003217382","-0.00015190363","0.00062700134","0.000334446"
"Enterobacter","1.9322609","-3.2241838","0.4336497","-0.16426402","-4.073318","0.7263708","-1.8117639","0.15972295","-0.43261212","-1.5886047","-0.44308227","-0.25992522","-0.2541113","-0.7018243","-1.6000589","0.97617555","-0.4869805","0.1747915","-0.46168032","-0.76523346","-1.194524","0.3456396","3.173558","-1.6285105","-0.8294908","2.0259185","-4.4984426","0.15989748","1.3844607","-2.1516695","-2.6268802","-7.399256","-3.4702005","1.4903002","7.7211533","-1.191711","4.798814","-3.342722","-1.2814121","-5.277369","4.8630223","-6.3833823","-2.5330324","0.36830685","-2.424131","3.6647305","-0.73248833","-1.1084229","0.7673877","1.7896565","2.4863365","0.5815901","-3.4867964","-1.3129927","-4.498051","2.7802024","-0.009438266","2.662285","-0.96121347","2.7207046","-1.6290009","-0.33326736","3.2313378","2.4459245"
"Enterobacter aerogenes","3.878086","2.828714","-2.142008","0.72102123","0.81020844","3.8323543","-0.5932325","7.80643","-2.2640955","2.215953","-1.7262996","0.48534393","-4.991029","-4.1276298","-0.08092031","-2.9393346","0.003390519","-1.9995053","-1.059467","0.37554225","0.8271218","4.565709","-3.2565951","-1.8434114","4.9687085","-0.8412415","1.2627568","-1.258357","-0.85018003","-0.5209409","-1.0613251","0.4819302","-3.0119915","-0.07991616","-0.961372","0.34007746","-1.6951709","0.79058695","1.849809","-0.10656849","-0.76808834","-0.4715073","1.727286","0.46253005","-1.5374916","-1.1910105","-0.36577243","-1.8079109","3.6875732","-1.3770376","-0.107133366","0.9605259","0.38113308","-1.4123092","-1.7050025","-0.9761588","-1.8281343","-5.386747","0.54989284","-0.93871486","0.33796847","-3.0753503","-0.9787659","0.1656158"
