"microbe","microbe_peryton_author_svd64_000","microbe_peryton_author_svd64_001","microbe_peryton_author_svd64_002","microbe_peryton_author_svd64_003","microbe_peryton_author_svd64_004","microbe_peryton_author_svd64_005","microbe_peryton_author_svd64_006","microbe_peryton_author_svd64_007","microbe_peryton_author_svd64_008","microbe_peryton_author_svd64_009","microbe_peryton_author_svd64_010","microbe_peryton_author_svd64_011","microbe_peryton_author_svd64_012","microbe_peryton_author_svd64_013","microbe_peryton_author_svd64_014","microbe_peryton_author_svd64_015","microbe_peryton_author_svd64_016","microbe_peryton_author_svd64_017","microbe_peryton_author_svd64_018","microbe_peryton_author_svd64_019","microbe_peryton_author_svd64_020","microbe_peryton_author_svd64_021","microbe_peryton_author_svd64_022","microbe_peryton_author_svd64_023","microbe_peryton_author_svd64_024","microbe_peryton_author_svd64_025","microbe_peryton_author_svd64_026","microbe_peryton_author_svd64_027","microbe_peryton_author_svd64_028","microbe_peryton_author_svd64_029","microbe_peryton_author_svd64_030","microbe_peryton_author_svd64_031","microbe_peryton_author_svd64_032","microbe_peryton_author_svd64_033","microbe_peryton_author_svd64_034","microbe_peryton_author_svd64_035","microbe_peryton_author_svd64_036","microbe_peryton_author_svd64_037","microbe_peryton_author_svd64_038","microbe_peryton_author_svd64_039","microbe_peryton_author_svd64_040","microbe_peryton_author_svd64_041","microbe_peryton_author_svd64_042","microbe_peryton_author_svd64_043","microbe_peryton_author_svd64_044","microbe_peryton_author_svd64_045","microbe_peryton_author_svd64_046","microbe_peryton_author_svd64_047","microbe_peryton_author_svd64_048","microbe_peryton_author_svd64_049","microbe_peryton_author_svd64_050","microbe_peryton_author_svd64_051","microbe_peryton_author_svd64_052","microbe_peryton_author_svd64_053","microbe_peryton_author_svd64_054","microbe_peryton_author_svd64_055","microbe_peryton_author_svd64_056","microbe_peryton_author_svd64_057","microbe_peryton_author_svd64_058","microbe_peryton_author_svd64_059","microbe_peryton_author_svd64_060","microbe_peryton_author_svd64_061","microbe_peryton_author_svd64_062","microbe_peryton_author_svd64_063"
"Holdemania","-0.426781","0.47605884","-0.21398854","0.49865192","0.4569029","-0.71751004","-0.23641543","-0.32187128","-0.105801865","0.013601928","0.05886046","0.3329729","-0.04282349","0.44176888","-0.90618366","-1.1782373","0.5757116","0.9978143","-0.14413327","-0.15086302","-0.3543779","-0.21345806","0.11260357","0.3255859","-1.3136841","1.444541","1.6530613","-0.7321693","-0.8464617","1.0027679","-1.4831849","-0.81038904","1.8240728","1.0092036","1.3799558","0.5519403","1.5136429","-0.86643916","1.9854616","2.189178","0.6640209","3.2947433","0.05106736","-0.051951848","1.778116","-1.6645378","2.27608","0.087764405","3.2735643","0.65813506","3.3288455","4.09393","1.6399169","-1.2681305","1.3328466","-2.8411162","-1.1293465","1.6112343","2.629643","10.548281","0.86180645","1.1477114","6.18392","-0.6492446"
"Holdemania filiformis","2.1122503","2.1841342","-3.28382","-0.27799594","-1.1679417","-0.14053887","2.413158","-1.2370946","-0.48627195","0.11029925","0.83281946","0.11343627","-2.2353966","0.58576196","0.7823917","1.3205237","-0.12423534","-0.0062829624","0.48472816","0.5183956","-0.11987586","0.30964193","0.67585355","-0.4470535","0.5671485","-0.023035763","-0.6177397","-0.22331655","0.18497558","-0.18576077","-0.75201565","0.27011856","-0.861304","-0.8500747","-0.9583866","0.15094037","-0.82006246","0.560107","-0.52085435","-0.8369091","-0.6405594","0.19751218","0.19828361","0.40042073","-0.26424214","-0.6499176","0.09233844","-0.007689414","-0.10415073","0.3351113","0.15248948","0.24198677","0.06838035","-0.6870738","-0.11952872","0.0742572","-0.47683647","-0.15841745","-0.15260258","0.2237748","0.048001435","0.22645259","0.02543065","-0.17959398"
"Howardella","1.4069475","-2.6290007","-1.0664062","0.03286682","-0.40831342","0.030044848","-1.4109083","-0.47008637","-0.57914734","0.027074493","0.89259374","0.2493094","0.5648446","0.37760592","0.44755533","-1.1751851","3.1516209","8.76321","-1.5391967","-0.2657574","1.7197958","1.4760678","2.2925446","-1.1302369","0.4370229","0.26354042","-0.099161044","-1.0669905","-0.414823","0.37075812","-0.6812755","0.7791486","-1.5320238","0.33387384","0.829841","-3.0880246","-1.3414462","-2.5835834","2.849785","-1.1957798","-0.062880255","-1.2574158","1.135673","2.094489","0.6538971","-0.31601992","1.4533172","-0.52380717","0.3837987","-0.13256794","1.3765794","-1.9861434","-2.327935","-0.744044","0.21787411","-0.3444456","-0.62790495","1.1885306","-0.57945496","0.30021945","-0.12266082","-0.19526488","-1.3573748","3.2631729"
"Human adenovirus","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Human coronavirus","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Human herpesvirus 6","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Human intestinal firmicute CB47","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Human intestinal firmicute CO13","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Human intestinal firmicute CO19","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Human intestinal firmicute CO2","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Human intestinal firmicute CO35","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Human intestinal firmicute CO4","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Human intestinal firmicute CS26","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Human papillomavirus","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Human papillomavirus 16","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Humicoccus","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Hungatella","1.4791036","-2.3643787","-1.7509123","-0.21583547","4.4307747","0.037331525","-2.930866","0.4740247","-0.7756133","-0.02093128","0.25209287","0.12325949","-0.25632906","0.17537579","-0.15674739","-0.29433376","-0.9539376","-0.48187003","-0.7835543","0.18433857","5.466769","0.51671815","-1.3309679","1.7052413","-0.51630753","-0.79579407","1.7057211","-1.3736128","4.701711","0.28085297","1.2192589","0.6077086","-1.9878646","0.20222153","-0.54479825","-1.0433856","-1.7237893","-0.40149796","-0.64716375","-0.47565565","0.038869534","0.2727122","-0.7469773","-1.2610043","0.57896227","0.50397325","-2.9831169","-0.21926121","0.88617706","0.2811796","-0.3561021","0.72742844","0.09366738","0.52917415","0.1958778","2.1940794","0.25315928","0.42290786","0.10706579","-1.0194774","-0.63139415","-0.037616137","0.32759014","-1.8054944"
"Hungatella effluvii ","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Hungatella hathewayi","1.8713362","-0.04601777","1.1028087","-0.1329437","-5.247257","-0.18197218","3.1294117","-0.8670977","-0.2532799","0.46099696","-1.0248282","-0.39378828","4.1069555","-0.27962023","-1.4015715","-1.9066004","-1.7458955","-1.2282444","-1.595123","-1.7926215","5.3633213","0.636449","-0.45111555","0.7655862","-0.5197846","-0.73543024","1.1882617","-0.8358665","0.73263574","0.12262467","1.1157715","-1.230381","-0.31768176","1.3885219","-0.4959387","-0.32876214","0.32014236","0.354948","0.04980145","-0.10157349","-0.30965787","-0.21433467","-0.7544245","1.8613368","-0.82595766","0.5643576","0.24621885","-0.14212914","0.20104663","0.07616611","0.4088217","-0.75170195","0.99035746","-0.20504579","-0.33169648","-0.85911435","0.225198","-0.57760614","0.008255297","0.27783442","-0.056430385","0.53732127","0.73483235","0.722953"
"Hwanghaeicola","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Hyaloscyphaceae","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Hydrogenoanaerobacterium","0.7429186","0.144082","0.29547393","3.4333727","-0.14483418","4.1947365","0.49262625","1.0014548","-0.0077018025","0.045967095","-1.290484","0.05159585","-0.37323412","-0.761587","0.055269416","-1.5774608","2.934668","6.5246983","-1.4634407","-0.46863484","0.1455261","-0.89730704","-1.3478342","-0.006761889","-0.47441453","-1.3451216","-0.8684205","-1.18642","1.0179896","1.8131603","-1.6912142","0.41661274","0.08352637","-0.03609619","1.3247433","-1.932376","-1.2365158","-1.2136936","2.6345015","-2.1774008","0.30534142","-2.7988033","-0.22215481","0.1620207","1.0520645","-0.80262977","1.9773499","0.66562504","1.3952051","1.4919105","1.7964022","-1.5903324","-1.9386247","-2.1710095","1.8075165","0.81397116","-1.8075174","-0.15922727","-0.43848148","0.87878835","1.4301481","-2.6406317","-0.42357698","-3.0095103"
"Hydrogenophaga","0.6826141","0.04541862","0.30514413","-0.21627703","-0.1405363","0.15070605","0.89283293","2.961952","2.476107","-1.8878549","4.244576","-4.2376304","-0.007760285","0.630538","-1.535068","-0.45164353","0.2947758","-0.42847502","0.1100241","0.31461608","1.047681","0.066942625","-4.1931534","-6.98021","-0.40006378","3.510892","1.226554","1.732504","0.4437834","0.3822693","-0.35903502","-1.7888567","-0.9888612","-2.2679946","0.2100908","0.13580856","0.07822509","0.3242772","1.1519148","1.5293788","-0.25390026","0.857226","-1.8171753","1.4435961","0.43588904","0.76011014","1.0803459","-2.165677","0.3639193","0.2124769","-1.7873858","3.1037214","-2.6531627","-0.4443149","0.552045","-0.008539022","0.9867333","2.8440354","-1.0551724","-1.1975868","1.9896686","-1.2707621","-0.7345717","-2.0999267"
"Hydrogenophilaceae","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Hydrotalea","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Hymenobacter","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Hymenochaete","1.9069314","-1.3551545","4.00111","-0.19124489","1.9657217","0.13583107","2.8236434","-2.4675415","-0.6579646","0.056314636","1.0287585","0.13537246","-1.0347773","0.35551938","0.28683648","1.4697491","0.2243215","-0.5399365","0.58221704","-0.021930357","-1.1739913","-0.08714341","1.0862892","0.068783045","0.49240264","0.433803","0.4384571","0.17974159","0.12740195","0.23502378","0.5919787","-1.0769923","0.31019753","0.4964595","0.23761618","0.21082236","0.48487929","-0.5557574","0.45906633","0.48209783","0.73194283","-0.37532407","-0.04583879","-0.1003255","-0.19502021","0.021929909","-0.21024075","-0.85649306","0.061960448","-0.86582893","0.4625166","-0.87944114","0.2658795","-0.033420224","0.02505509","-0.23332888","-0.078362405","-0.2078127","-0.05597555","0.0772411","0.0046078786","-0.09961991","-0.009684161","0.066337414"
"Hyphomicrobiaceae","0.17730112","-0.9294084","-0.68046325","1.8578035","1.8401768","-0.06554628","-0.95440954","0.34763262","-0.28662983","-0.038901225","0.13526268","-0.10765734","-0.75677794","-0.65884197","0.09238668","-1.3439355","2.855324","3.7036674","-1.8761696","-2.4792006","3.6517081","0.7826509","-0.4063488","0.9397634","2.7844262","-2.8620765","1.9594566","2.6038878","2.1268768","-0.20023157","1.4240022","0.5814229","-2.6083229","0.3484956","0.2573234","-4.887949","-1.8184263","-1.6593881","1.7935413","1.6361638","-0.87003756","3.8027494","1.652149","-0.009222571","4.131619","-3.6459053","4.806689","0.20155099","2.5653214","1.2081074","3.366851","-2.6592574","-5.1178994","0.30261695","1.4460486","-1.2266921","-4.3611755","0.16212271","-3.3442461","-3.6410043","1.3903072","-1.2176795","-2.1153617","2.8361552"
"Hyphomicrobium","1.8321717","0.21625318","0.4417901","-0.17202657","-0.18945797","-0.21103342","-0.5048333","-2.048231","-0.6210564","2.090551","-6.4377794","-0.21965082","-0.7368984","0.28364247","0.24406126","1.3536735","-1.9525566","0.92195004","-0.75035584","-0.02492778","-0.10907437","0.39225602","1.6719865","-1.2786578","0.38913944","0.9463553","-0.095456176","0.40924847","0.60187095","0.35219574","-1.2500306","0.29399538","-2.7292302","-1.9749738","0.27004045","2.1830075","-0.521384","2.0860858","3.177591","9.857098","-4.87421","-0.010197178","0.82867426","-0.31937456","-3.1702168","2.3077056","2.6737945","-0.76235205","2.2757213","1.1001961","-0.03320248","-0.5897813","-0.6809228","0.1600937","-0.21144983","1.4613184","3.0856628","-0.3469589","-1.5332545","-1.9088753","-0.8047683","-0.77125967","0.91477406","-0.24741326"
