"disease","disease_disbiome_author_svd64_000","disease_disbiome_author_svd64_001","disease_disbiome_author_svd64_002","disease_disbiome_author_svd64_003","disease_disbiome_author_svd64_004","disease_disbiome_author_svd64_005","disease_disbiome_author_svd64_006","disease_disbiome_author_svd64_007","disease_disbiome_author_svd64_008","disease_disbiome_author_svd64_009","disease_disbiome_author_svd64_010","disease_disbiome_author_svd64_011","disease_disbiome_author_svd64_012","disease_disbiome_author_svd64_013","disease_disbiome_author_svd64_014","disease_disbiome_author_svd64_015","disease_disbiome_author_svd64_016","disease_disbiome_author_svd64_017","disease_disbiome_author_svd64_018","disease_disbiome_author_svd64_019","disease_disbiome_author_svd64_020","disease_disbiome_author_svd64_021","disease_disbiome_author_svd64_022","disease_disbiome_author_svd64_023","disease_disbiome_author_svd64_024","disease_disbiome_author_svd64_025","disease_disbiome_author_svd64_026","disease_disbiome_author_svd64_027","disease_disbiome_author_svd64_028","disease_disbiome_author_svd64_029","disease_disbiome_author_svd64_030","disease_disbiome_author_svd64_031","disease_disbiome_author_svd64_032","disease_disbiome_author_svd64_033","disease_disbiome_author_svd64_034","disease_disbiome_author_svd64_035","disease_disbiome_author_svd64_036","disease_disbiome_author_svd64_037","disease_disbiome_author_svd64_038","disease_disbiome_author_svd64_039","disease_disbiome_author_svd64_040","disease_disbiome_author_svd64_041","disease_disbiome_author_svd64_042","disease_disbiome_author_svd64_043","disease_disbiome_author_svd64_044","disease_disbiome_author_svd64_045","disease_disbiome_author_svd64_046","disease_disbiome_author_svd64_047","disease_disbiome_author_svd64_048","disease_disbiome_author_svd64_049","disease_disbiome_author_svd64_050","disease_disbiome_author_svd64_051","disease_disbiome_author_svd64_052","disease_disbiome_author_svd64_053","disease_disbiome_author_svd64_054","disease_disbiome_author_svd64_055","disease_disbiome_author_svd64_056","disease_disbiome_author_svd64_057","disease_disbiome_author_svd64_058","disease_disbiome_author_svd64_059","disease_disbiome_author_svd64_060","disease_disbiome_author_svd64_061","disease_disbiome_author_svd64_062","disease_disbiome_author_svd64_063"
"Spleen deficiency syndrome","1.3196962","-0.18662065","-0.06062359","0.008611698","0.024652649","-0.014139824","-0.08826331","-0.08159689","-0.019548155","-0.058572255","-0.025460836","-0.08027838","-0.020545593","-0.025900437","-0.23113112","-0.24625853","-0.35557014","0.2746036","-0.37664893","0.40232193","-0.5845641","-0.3813799","-0.16314328","0.35365793","2.1577985","-0.42305788","0.727966","-0.070231475","1.4721776","-1.6086048","0.73319054","-1.0094832","0.8432584","0.010727185","0.034884874","-1.179071","2.5936518","-3.357097","0.20147692","-1.848237","-2.0982144","0.0058878213","0.76342213","-0.13243128","0.470311","2.910463","1.5416287","1.6444727","0.2511344","-0.6978271","1.4474937","-1.750182","1.2819138","0.869401","1.7404597","-2.33825","0.5456716","-1.0221841","2.2540884","1.4819579","0.3274926","2.316607","-0.050152894","-0.9766616"
"Spondyloarthritis","1.2083343","-0.16046357","-0.06280006","0.015739227","0.01708361","-0.039006945","0.00061809033","-0.044425588","-0.06979685","-0.08369653","-0.07999315","-0.076633066","-0.08755629","0.011965584","-0.03518283","0.0145492535","0.23597786","-0.4126592","0.42911142","-0.0041684886","-0.64081395","0.8480781","0.5891943","-2.7715342","-1.5367639","-0.32623893","-0.30587366","0.71861476","0.7278259","0.059204407","0.5591552","0.17710343","1.5732841","0.77029264","0.23680294","-1.0431083","-1.900709","-0.34515405","-1.8702581","-0.05608945","0.7851203","-0.9292106","-0.23385535","-0.7196338","-1.0179507","0.9038791","-1.4948481","0.6583249","1.215751","-0.5141031","-0.43311772","1.8270085","1.4582105","-0.5510243","-2.178235","-0.4468977","1.5767001","0.24227394","-0.15699369","-0.041309398","-0.14548922","-0.2503209","-1.1214238","0.0544241"
"Stevens-Johnson syndrome","0.9792351","-0.04758747","-0.02196272","-0.00065507006","0.0074451347","0.0019397469","0.026987474","0.17821017","0.058472756","-0.013263888","0.02107721","0.0118371975","0.07019419","0.07778637","0.048604548","-0.022412129","0.44888824","0.54094195","-0.23577401","-0.13371618","0.15122752","0.028264081","2.1110394","-0.07760839","0.80353737","-2.1726882","-0.11973076","-0.1489595","-2.1529133","0.6052087","-0.5362947","1.739007","-0.9597428","0.59408593","2.063812","-0.90528053","1.1133788","2.8949306","-0.07190508","0.2592341","-1.3794822","2.0177908","-1.859005","1.9194657","-2.068194","1.4403546","-1.0193316","0.8811894","1.0618042","-1.932542","-0.24233243","1.3641826","0.57962614","-2.1141932","-1.9490955","1.7135185","-1.7264878","-2.8419223","1.3670921","1.0622443","0.38556653","-2.3858716","1.1890706","-0.19900788"
"Stomach cancer","1.3327563","-0.017754791","-0.23296785","0.037240032","0.06873413","-0.014240422","0.10035158","-0.13609788","-0.027110688","-0.10698182","-0.106569566","-0.051509514","-0.052632082","0.16632457","0.03244014","-0.2883094","-0.20384416","-0.53967685","0.22298583","-0.2001129","1.1049516","0.516957","-0.1414084","-0.17522132","-1.7849834","-0.5538323","-0.3146176","-0.94043666","-1.1595716","1.2581775","-1.1016449","0.31601244","-2.7993677","0.8044841","0.079867266","-0.54558986","1.2679313","-0.43976352","-0.9011719","-2.6321168","-0.20136279","1.5188855","1.2280809","0.31021607","2.2961004","0.4089411","-0.1307125","0.9428634","2.9926672","0.56449133","1.126888","-2.6679509","-0.088605024","-1.7773099","-1.8427029","-2.8185055","-0.58950907","-1.5006309","-1.707028","2.2236896","-1.3979055","-0.3308032","0.7670615","1.0673336"
"Systemic Lupus Erythematosus","0.55940104","0.13687223","0.062284745","0.023444027","0.023915641","-0.0064744866","0.018791359","0.03488894","-0.0069910563","0.2702006","0.021046948","-0.146451","0.09079052","-0.2246024","-0.18736102","-0.24188682","-0.033208307","-0.18845369","-0.25447184","0.71384597","1.9304193","1.2748197","5.4371395","-7.201456","-3.5690653","0.124357834","4.311217","-0.5045385","10.413979","4.2757072","8.727911","-2.1442106","-3.6270049","0.6318746","-3.1304152","-0.9981941","2.0628192","3.4910886","-0.5076618","-1.3403842","0.20560251","-1.8749703","1.8887459","-0.25807047","0.5797556","-0.059992116","1.1860123","1.43983","0.40805578","0.24319728","-0.88293415","-0.067668855","-0.4563792","0.09218977","-0.4868322","-0.17505701","0.18958257","0.71574837","0.7139617","0.025477834","0.26824632","0.178647","-0.0999005","0.06829062"
"Systemic inflammatory response syndrome","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"Systemic lupus erythematosus","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"Systemic sclerosis","1.1615213","-0.13994353","-0.071500435","0.018857159","0.02482167","-0.04400045","-0.0545376","-0.026052525","-0.023294132","0.017647712","0.015869424","-0.067697845","-0.06312122","-0.019403115","-0.0037581304","0.11482985","0.1895997","-0.10992319","0.30086863","0.5882985","-1.1518897","1.1455009","0.29359704","-0.5438654","0.42945454","-0.20056896","0.7460347","-0.014426039","-2.060133","-0.06844193","1.5220917","3.1350496","-2.2361171","1.3354263","-1.1152483","-0.110252604","0.6103698","-0.036158957","-1.7792526","0.99241596","-1.9547278","1.3823061","-3.3026383","-0.20378338","0.1415224","-1.2824152","-0.12617403","-1.3396802","-1.9603728","-0.72237676","0.09004429","-1.8046554","-0.41791102","3.0891132","-2.8828082","-0.599133","-2.6380708","3.637584","-3.0980504","-0.44029355","-2.274867","0.31156066","-0.7494847","0.08765815"
"T2D with hyperlipidemia","1.343104","-0.13050704","0.17936613","-0.23073055","-0.032034606","0.19096759","-0.060408503","-0.15846168","0.027251745","-0.06699101","-0.11070076","-0.13880053","-0.16307694","-0.08020122","-0.23994943","0.042177133","-0.10915931","0.18531105","-0.012359944","-0.5770733","-0.031271398","0.8434811","-0.6548904","-1.116076","-0.11929691","3.3417659","0.86968833","2.4553144","0.22854055","-0.023227707","-1.6618932","0.024865238","1.6979195","-1.3739606","2.6824896","-0.4014513","1.0794833","0.09047828","-0.31536233","2.7376075","0.012693708","-2.59564","2.706954","2.9225028","0.10907059","-1.9600563","-0.28456914","-1.1026967","3.9137993","0.8505248","0.18405703","0.81870437","0.25901392","-1.7214649","2.3574047","0.48605314","-1.429541","0.179882","-0.6652257","2.1680126","-1.4270588","1.2123682","2.426094","0.6125775"
"T2D with hypertension","1.2994153","-0.13241862","0.15533301","-0.17793761","-0.054395746","0.21387835","-0.11194911","-0.07750288","0.00950297","-0.022270244","-0.09609648","-0.07653883","0.027132696","0.06183674","-0.24341407","-0.20264201","0.20980126","0.17946069","-0.39134485","0.3638818","0.6285164","-0.13973352","-0.44102183","-1.9553815","-1.671062","2.4279637","1.2460257","1.5293195","0.7727533","-0.38557428","-0.09495247","0.67154825","-0.81002635","-0.44615588","0.67183614","-0.93896663","1.5060396","0.14522982","-1.937259","0.6090066","0.09763076","-0.68544066","-0.61159873","-1.0531504","0.51761407","1.6347289","0.52734137","-2.2395103","1.4835824","0.5380643","0.08145831","0.6014675","1.3652208","-1.2880869","-1.4729339","-1.9217988","-1.1600752","0.014549027","0.48168632","-0.29429245","-0.1400833","0.5339756","-1.2555932","0.737159"
"T2D with hypertension and hyperlipidemia","1.3439085","-0.13023187","0.1681447","-0.1729487","-0.056066703","0.18671781","-0.090677105","-0.022611655","-0.008452261","-0.08082429","-0.049999002","-0.16765775","-0.02727704","0.097825445","0.061875466","-0.25410467","0.14812632","-0.077343926","-0.28500628","0.1991439","-0.025728952","-1.6638316","-2.460318","-0.17050038","-2.098136","2.558726","0.61484694","2.0862105","3.3970888","0.09839061","0.13601708","-0.1971212","-1.6408143","-0.092982434","1.6867999","-0.4493949","0.5386828","-0.9817851","0.25337407","0.7172319","1.1688509","-0.3395843","0.21012658","1.5371201","1.4937232","-1.201847","0.7399696","-0.0148442965","2.175076","-3.2547684","0.66591096","-0.74758184","1.8366842","2.2848423","-2.0210767","-0.64234954","-0.15860592","-0.5969354","-1.527996","0.01489183","1.0371269","-0.2354073","1.8695276","1.9525284"
"Tetratricopeptide repeat domain 7A deficiency","1.0832319","-0.3799831","-0.14794232","0.043601584","-0.014398247","0.004574635","-0.12692638","-0.22576204","-0.04677976","-0.14777668","-0.11185404","-0.21528167","-0.17160706","-0.12913597","-0.0962199","-0.52873117","-0.3277428","-0.16541512","-0.3305688","-0.13729343","-1.2575908","0.35831267","-1.0968125","1.4092199","-0.64416635","0.4808192","-0.930534","3.4882507","-1.5651213","0.69998544","-0.3119844","2.9786232","0.49364886","-1.0834533","1.7313787","-0.59508884","0.1888131","-0.63542885","1.1289932","-1.3216081","-0.21634111","2.4383144","-1.8247975","0.23195279","-2.1258655","-0.786714","-0.6431932","2.9981802","0.53512895","-0.015994493","2.7146485","-0.6171147","3.073294","1.8232256","1.3535929","2.110418","-2.2272968","-0.18189864","0.30704722","4.7172794","0.1717181","2.3635678","-0.75229007","-2.6661804"
"Thyroid carcinoma","1.0977949","0.099555045","-0.1519233","0.01235262","0.07984147","0.014460396","0.03142115","-0.05471112","0.025226476","0.08567817","-0.021463314","-0.114447095","-0.047808107","0.16934188","-0.002482078","0.03611447","-0.21309723","0.3048343","-0.08186239","1.1241546","-0.34455997","0.5394442","0.8654953","-1.0755218","-3.356287","-0.39236397","-0.19466937","-0.33245027","-0.77321154","1.3066845","-0.50135654","-0.43109393","0.33713725","-1.3247972","1.422292","2.9519715","1.9596974","1.1354309","-0.7963351","-1.9772544","2.6187515","1.3114995","1.6925769","0.53926206","-1.6572752","1.8512309","0.39841262","-2.0249112","-0.12479645","0.19223423","1.565464","-3.3962777","-0.47740397","0.74724054","1.718385","1.2892238","0.9018274","-2.825524","1.0981388","-1.4547147","-0.75539726","2.1604805","-0.23447838","0.91739875"
"Tongue cancer","1.1329536","-0.10233622","-0.060198106","-0.045450866","-0.025211023","0.02828536","-0.020864893","0.26362163","0.13505924","-0.050006565","-0.11988708","-0.12919979","-0.1733396","-0.10829884","-0.32264557","-0.49937785","0.08233691","-0.252767","0.17272802","0.5733234","0.5672642","-1.7336134","0.80295646","-0.66067505","-1.2487328","-1.9095049","2.3825588","-1.181622","0.8488137","0.8061133","-1.5252974","-0.22624843","0.06462977","-1.4856607","-0.13825345","0.38686824","-0.96025753","-0.37024283","0.06972282","2.6549983","1.1280136","0.88444537","-1.5718225","-0.9007627","-3.2837343","1.4806979","-1.6673106","-4.0539646","3.451919","1.5263573","-1.4048157","2.0275595","-2.0384333","0.2697787","0.98681945","1.5693799","2.0364614","-2.099468","-0.7660346","1.4932324","0.6934759","0.3727863","0.46895164","-1.8613567"
"Trachoma","1.3172568","-0.22657955","-0.09625888","-0.0011570378","-0.009651639","0.008683411","-0.0087216785","-0.15857518","0.0015351812","-0.08865314","-0.022550737","-0.24837004","-0.12637179","-0.19858177","-0.28426304","-0.2602205","0.045123298","-0.0735538","0.3511139","-0.41464478","-0.62952024","0.38484195","-1.1419654","0.22938158","1.3534846","-0.012580297","1.5610381","-0.83499444","0.051985223","2.003482","-0.7252272","-2.0212688","-0.65021425","-2.5661864","-1.2005656","-0.50351053","-1.2062265","3.7684045","1.967269","-3.1488242","-2.6058645","-1.8120776","1.2611939","-0.7689613","-2.4179027","-1.1478945","-1.6287249","0.43750712","-2.7990146","-0.6337205","1.0837475","0.36626264","-0.57286054","-1.0241427","-0.837078","-2.1157498","-0.0079824","-0.34006453","-1.6487796","-0.08160076","0.90852094","-1.3890812","-1.736049","1.8166388"
"Transient Ischemic Attack","1.204778","-0.1653929","0.07643895","0.16949604","-0.0010893286","-0.007118888","-0.0824685","-0.1303867","0.026427517","-0.032519426","-0.049677778","0.047367588","-0.08465304","-0.103218675","-0.18639392","-0.074473396","-0.103774406","0.8555369","-0.40291527","1.6197796","0.96215355","0.3012963","1.2089949","0.48915002","0.04167453","-0.19377999","-0.91388124","0.8809358","-0.4824585","1.1321882","0.09848982","0.5342468","0.68472266","0.15900256","-2.168105","0.96435326","-0.69571763","-0.41155607","-1.1323686","0.26212958","0.9504735","0.45353985","1.3929154","0.38058394","1.2978162","1.6227597","-1.475525","0.867923","2.1434562","1.0150582","0.7229773","1.4217235","-0.018315312","4.1966267","0.35896814","0.25792313","3.1934607","0.50118434","-2.5883853","-0.10303049","-0.13586736","0.36119694","0.093622044","-0.84556204"
"Traumatic Brain Injury","1.3468806","-0.21506773","0.00845586","0.15706892","-0.012644316","-0.016854038","-0.10910584","-0.0703141","-0.05693683","-0.114237614","0.10005652","-0.19470465","0.022905765","-0.040781252","0.1584679","0.37355566","0.31240526","0.3010575","-0.37227544","-0.9861903","-1.0504175","0.24361457","-0.57040036","-0.41709483","-0.3904135","1.1707652","0.43416533","0.5795856","-0.17280376","0.9202395","-1.0443045","-1.6294911","-0.6257006","1.136358","0.54989547","-0.42824975","1.2470204","-2.368184","-1.0951368","-0.98592633","2.0440495","-0.73413867","3.0681264","2.064512","0.1109179","0.02605702","-1.6281881","0.42747986","-0.7283958","-1.4217169","-0.49912307","-0.49250755","-1.6849893","2.316585","-2.5095203","-0.32338023","4.2311516","3.691663","0.5866063","-0.3396211","-0.23518465","-0.18402673","-0.20304133","0.6331866"
"Traumatic brain injury","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"Trichomonas vaginalis infection","1.048509","-0.4034078","-0.12044075","0.04754931","-0.021263491","-0.010244005","-0.17906612","-0.17442328","-0.1139252","-0.14372161","-0.03907344","-0.10384486","-0.15737385","-0.09782564","0.043209907","-0.17323337","-0.48507395","-0.065279946","-0.70724475","-0.5298443","-0.11300226","-0.9421166","0.27073488","1.3169528","0.30246678","-0.6046182","1.9218249","-2.8769195","-0.6743355","-0.35777116","0.9752037","1.7939447","0.5222619","0.6679892","0.13894069","-1.9946868","-0.50585973","3.5738657","-0.9604299","-1.6411042","-0.07913174","0.2565725","0.41877714","-0.7624042","-0.90081805","0.6176827","-1.2748672","-0.09215118","0.074520096","1.2991911","-1.5943426","1.6031672","-1.4368746","-0.6170079","-1.3224999","-2.7133732","0.5549287","-0.11836098","-2.1120186","-2.3935432","2.1801076","3.6108887","-0.9298199","0.31282738"
"Tuberculosis","1.3383789","-0.16157891","-0.10595158","0.041662373","0.039938055","-0.011366308","-0.063478895","-0.04729199","-0.030055862","0.0047744103","-0.051883753","-0.24010378","0.06526935","-0.16607276","-0.11969855","0.007038902","-0.3545446","-0.1438401","0.063389726","0.29472542","-0.20511371","1.0522515","-1.121536","-0.17400853","-0.0322056","-0.5915404","-1.5781163","-1.8481395","0.6448209","-1.0485767","-1.9024965","-2.162735","-0.2091745","0.29697865","0.94384426","2.8121016","0.7602211","-0.60335195","1.3191905","-0.8245492","1.4525303","-0.90311235","3.133649","-1.8853198","0.5994795","0.14648072","0.85546577","2.0008392","1.6245887","-0.22371076","-0.13070409","2.00496","-4.184464","0.48690522","-0.2741913","-1.4399115","1.9264562","-0.49664873","0.7291625","1.2914208","-1.2851086","0.8043655","0.41734076","1.3617487"
"Type 1 Diabetes","0.5581107","0.16325676","0.26260954","-0.20782706","-0.053865965","0.22737496","0.09014249","0.011168646","-0.05450161","0.10005319","-0.0802974","0.17875272","-0.055275925","-0.09314298","-0.3315836","-0.13946441","-0.051260944","-0.2212719","2.0544147","1.5001805","-2.685166","0.052086577","2.3609126","-6.2726007","0.70533246","7.2857437","2.4367118","4.9535747","-0.273953","3.7833047","-0.75817525","2.4253771","4.407351","-0.8462866","-2.485155","9.192789","1.2846427","-2.1481802","2.5353358","-2.8004105","-0.009453296","2.637853","-0.7510385","-0.14850403","1.0892016","-0.05843578","0.03900924","-1.2896264","-3.7816567","-0.78015995","1.1564058","0.76909393","-1.0791218","1.8954268","-1.5378629","-1.8400724","1.228035","0.61924005","0.15784946","-0.3844646","0.5667535","-0.9953054","-0.49914682","-0.2602368"
"Type 1 diabetes","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"Type 1 diabetes mellitus","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"Type 2 Diabetes","-0.09210867","7.2398605","12.8102665","-11.786537","-1.847628","20.921812","-1.5029725","-2.4691815","-0.25930908","-0.7006969","-0.5382062","-0.4721605","-0.41123116","-0.33260688","-0.15132666","-0.34837073","-0.22763693","-0.19989718","-0.49284685","-0.12450267","-0.15021333","-0.06493671","-0.33599222","0.42124507","0.16084793","-0.60965097","-0.031524833","-0.22383823","-0.054749954","0.026718458","0.11784453","-0.029681232","0.010916908","0.039773896","-0.12825243","-0.04004132","-0.17403671","0.070321344","0.061063614","-0.12578614","-0.0055086934","-0.012747705","-0.036096975","-0.103810996","-0.026940249","0.04356876","0.06354537","0.026745206","-0.10593824","-0.018776456","-0.0012079272","0.008910961","-0.016628105","-0.005452008","-0.050081603","0.038688853","0.065154925","-0.01253261","0.03688799","-0.03308505","-0.012076765","-0.03829217","-0.059226368","-0.012502421"
"Type 2 diabetes","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"Type 2 diabetes mellitus","1.3705282","-0.13345653","0.14817788","-0.20421088","-0.05167999","0.1864241","-0.12895834","-0.10438058","0.051922906","-0.12744871","-0.08735338","-0.07276619","-0.06648093","-0.24763942","-0.2508365","-0.30199552","-0.026971411","-0.1721114","-0.6813457","-0.6824406","-0.0014198205","0.08649703","-0.74679625","-1.2243805","-0.68628854","4.407242","0.7343192","1.0644556","-0.97240084","0.010049251","-0.42768654","-1.2642738","-1.2254516","-1.383847","0.18723433","-2.1668386","2.2667153","0.7455855","-0.70764697","2.235204","1.2161697","2.4355767","1.905355","0.6191686","-0.81482315","0.77922904","-0.9084494","-0.8463188","0.87747025","-1.8005736","-0.9283254","0.64170504","-0.9253674","-0.047439042","0.03879553","0.4365251","-2.9656308","-0.48990086","-0.19505404","2.388539","0.5152403","2.4408004","-0.5313341","1.3628783"
"Type II Diabetes","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"Ulcerative Colitis","-0.11959863","6.4621043","-1.5433973","0.056880582","0.3010345","-0.09785271","26.995447","-4.6990814","-0.31348494","-2.7900786","-0.5798539","-0.5288843","-0.43329573","-0.7391174","-1.2340772","-0.34690857","-0.10023462","-0.111790724","-0.25584286","-0.30181932","0.101664945","-0.15001899","-0.4049131","-0.1693037","0.90254307","0.11298541","-0.007440016","0.13878787","0.1688167","-0.0028062398","0.019362945","-0.033342447","0.19650376","0.06385363","-0.075818144","-0.15326485","-0.10332658","0.1056736","-0.02366765","0.0036010563","-0.0540048","-0.00088984455","-0.04658911","-0.027817683","0.033494614","-0.029903524","0.06714023","-0.06768717","0.011210488","0.07555243","-0.0120586585","0.03244808","-0.011077885","-0.0020561847","0.03174266","0.04813575","0.032724515","0.002557038","-0.012934898","-0.00057141203","-0.025690753","0.016054593","0.007818978","0.00739909"
"Ulcerative colitis","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
