"disease","disease_peryton_author_svd64_000","disease_peryton_author_svd64_001","disease_peryton_author_svd64_002","disease_peryton_author_svd64_003","disease_peryton_author_svd64_004","disease_peryton_author_svd64_005","disease_peryton_author_svd64_006","disease_peryton_author_svd64_007","disease_peryton_author_svd64_008","disease_peryton_author_svd64_009","disease_peryton_author_svd64_010","disease_peryton_author_svd64_011","disease_peryton_author_svd64_012","disease_peryton_author_svd64_013","disease_peryton_author_svd64_014","disease_peryton_author_svd64_015","disease_peryton_author_svd64_016","disease_peryton_author_svd64_017","disease_peryton_author_svd64_018","disease_peryton_author_svd64_019","disease_peryton_author_svd64_020","disease_peryton_author_svd64_021","disease_peryton_author_svd64_022","disease_peryton_author_svd64_023","disease_peryton_author_svd64_024","disease_peryton_author_svd64_025","disease_peryton_author_svd64_026","disease_peryton_author_svd64_027","disease_peryton_author_svd64_028","disease_peryton_author_svd64_029","disease_peryton_author_svd64_030","disease_peryton_author_svd64_031","disease_peryton_author_svd64_032","disease_peryton_author_svd64_033","disease_peryton_author_svd64_034","disease_peryton_author_svd64_035","disease_peryton_author_svd64_036","disease_peryton_author_svd64_037","disease_peryton_author_svd64_038","disease_peryton_author_svd64_039","disease_peryton_author_svd64_040","disease_peryton_author_svd64_041","disease_peryton_author_svd64_042","disease_peryton_author_svd64_043","disease_peryton_author_svd64_044","disease_peryton_author_svd64_045","disease_peryton_author_svd64_046","disease_peryton_author_svd64_047","disease_peryton_author_svd64_048","disease_peryton_author_svd64_049","disease_peryton_author_svd64_050","disease_peryton_author_svd64_051","disease_peryton_author_svd64_052","disease_peryton_author_svd64_053","disease_peryton_author_svd64_054","disease_peryton_author_svd64_055","disease_peryton_author_svd64_056","disease_peryton_author_svd64_057","disease_peryton_author_svd64_058","disease_peryton_author_svd64_059","disease_peryton_author_svd64_060","disease_peryton_author_svd64_061","disease_peryton_author_svd64_062","disease_peryton_author_svd64_063"
"Protracted bacterial bronchitis","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Psoriasis","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Psoriatic Arthritis","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Pulmonary Arterial Hypertension","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Pulmonary arterial hypertension","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Pulmonary tubercolosis","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Radiation enteritis","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Reactive arthritis","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Rectal Carcinoma","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Rectal cancer","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Recurrent Clostridium difficile infection","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Recurrent aphthous stomatitis ","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Recurrent miscarriage","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Recurrent tonsillitis","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Reflux esophagitis","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Refractory celiac disease","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Rett Syndrome","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Rett syndrome","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Rheumatoid Arthritis","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Rheumatoid arthrits","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Rhinovirus infection","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Rosacea","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Sarcopenia","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Schizophrenia","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Seborrheic dermatitis","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Seminal hyperviscosity","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Sensitive scalp","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Sepsis","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Severe Acute Malnutrition","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Severe congenital neutropenia","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Severe fever with thrombocytopenia syndrome","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Shiga Toxin-producing E. coli infection","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Short Bowel Syndrome","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Short bowel syndrome","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Sicca syndrome","-0.15311743","-0.006689525","-0.027291033","0.0012765183","-0.02442467","-0.0064697242","-0.01316582","-0.0007020722","-0.005387479","-7.5545504e-05","1.3969154e-05","-0.008930601","-0.0058702943","0.0009144299","-0.002191905","0.00068072375","0.004769958","-0.0026594377","0.0012356257","-0.0005457685","-0.0064956485","-0.06711237","-0.00035602483","0.0015081523","0.00028825126","0.0019035364","-0.0019369373","-0.0018442923","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.0046900064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
